0.500000	10.0
1.500000	10.0
2.500000	-0.8412334996279709
3.500000	-0.025007595836931937
4.500000	-0.03770172554548442
5.500000	0.19188819761279866
6.500000	-0.08076053407231087
7.500000	0.11450153399737839
8.500000	0.17085447054851022
9.500000	-0.10152454954796751
10.500000	-0.019120565688751152
11.500000	0.03435229034121315
12.500000	0.09736584259791199
13.500000	0.1094467633357544
14.500000	0.08021246051874638
15.500000	-0.027478610209624877
16.500000	0.10512060216361283
17.500000	0.010968946620677841
18.500000	0.10093280479130941
19.500000	0.09062369020784262
